message,sentiment
"Ha re maine bhi toh kiya thana
",neutral
"Lekin phele ke chats toh rahenge na
",neutral
"Nahi logout hojayga toh dikhega hi nhi wo
",neutral
"Woww gorgeous
",positive
"Naya ghar kab liya xD
",neutral
"Hiran
",neutral
"You planned?
",neutral
"Umm nah idk kinda
",neutral
"Plan kya hai
",neutral
"All set?
",neutral
"Mute
",neutral
"I miss us
",negative
"Aayu tu kyu tension le rahi baccha
",negative
"Mai hu na kuch nahi hoga
",neutral
"Sab theek hojayga
",neutral
"Nhi hai
",neutral
"Aisa nhi hai
",neutral
"I am always with you
",neutral
"Ghar aaye,
",neutral
"Haa aagye
",neutral
"Leg pain horha
",negative
"Naache kya kaafi?
",neutral
"Kaisa tha?
",neutral
"Okay
",neutral
"Full Bollywood vibes huh
",neutral
"Swell hai kya?
",neutral
"Kuch khaya tha waha
",neutral
"Dinner kiya hi nhi?
",neutral
"Ghar aake?
",neutral
"HA Kiya
",neutral
"Ill be going home on th if tickets get confirmed
",neutral
"Guess you slept
",neutral
"Goodnight
",neutral
"Sorry sorry
",negative
"Bahot tired thi
",negative
"No worries
",negative
"Sick
",neutral
"What,
",neutral
"Kya hogaya
",neutral
"Ulti
",neutral
"Bahot zada
",neutral
"Kab hua baccha
",neutral
"Idk babe
",neutral
"Taklu
",neutral
"Abhi subah hua ya raat ko hi
",neutral
"Abhi subhah
",neutral
" ko
",neutral
"Ya 
",neutral
"Abhi araam kar rge na?
",neutral
"Fever jaisa bhi lagraha kya
",neutral
"Haa kiua
",neutral
"Dawa liya kych
",neutral
"Asleep?
",neutral
"Helloo
",neutral
"Thoda thoda soyi
",neutral
"Where ya been
",neutral
"How ya feeling now?
",neutral
"Better
",neutral
"Shrey ke pass tha phone
",neutral
"Dawa liya tha kuch
",neutral
"Nooo
",neutral
"Can you call me?
",neutral
"Yes give me mins
",neutral
"Bhai Mera UPI I'd
",neutral
"Where ya headed pretty lady
",positive
"Tomorrow's bhaiyas birthday
",neutral
"Some ppl will come today at night to celebrate and all
",positive
"When did you get this
",neutral
"Hayee cutu
",neutral
"Darshan
",neutral
"Wowiwiw
",neutral
"That day
",neutral
"Heheh i have a satellite marked at you
",neutral
"And what day should i gotta make up with your 'that day' 
",neutral
"Ki hogyi baby ko
",neutral
"Dance kiya?
",neutral
"Kahaa hoo
",neutral
"Shrey had my phone
",neutral
":( i am drunk a little
",negative
"We are playing atlas
",neutral
"You wanted to say something?
",neutral
"I can go out for a while
",neutral
"Noo noo it's fine..u enjoy
",positive
"Don't drink zada and have control
",neutral
"Oh i am in control baccha
",neutral
"You okaay na
",neutral
"I miss you
",negative
"I really wanted to talk to you rn
",neutral
"I miss you, too
",negative
"Yes it's okay dumbo
",neutral
"I just wanted
",neutral
"To talk
",neutral
"Should i call you in -mins max?
",neutral
"Nahi nahi .. text bhi thike hai
",neutral
"Ya kal he krlete hai
",neutral
"Kuch hua kya
",neutral
"Mom hai
",neutral
"Acha okay
",neutral
"What did you wanted to say
",neutral
"When I said said sumir
",neutral
"Like me and Sumir were having a convo this afternoon
",neutral
"And I said there's nothing btwn me and shray
",neutral
"Nd he said
",neutral
"*oh anwesha,don't be a fool ...there will be always something btwn you and shray*
",negative
"I said noo..he said bruh not physically but mentally i guess
",neutral
"I got scared
",negative
"What do you think about it
",neutral
"Like I feel aisa nahi hai
",neutral
"Why, tell me
",neutral
"But also a part of my brain is like
",positive
"Maybe he is the reason u don't wanna date
",neutral
"Or heart idk
",neutral
"But at the sametime ik why I don't want to date
",neutral
"And why is that
",neutral
"I'm just not ready ..I'm mentally emotionally physically so drained that  it's difficult for me to keep a relationship with someone
",negative
"I need to fix myself
",neutral
"Did you tell that to him?
",neutral
"I don't need to tell that to him
",neutral
"I know that myself and i am with you
",neutral
"He knows?
",neutral
"I know
",neutral
"I need to heal
",positive
"And i want to be a part of your journey
",neutral
"Kabhi kabhi lagta hai main kabhi date nahi krungi
",neutral
"U can't maybe
",neutral
"Dekh aayu for the time being you may think like that but when it is reached you will think otherwise yourself
",positive
"Yes i can baccha, i know
",neutral
"And i even want you to know know that nontheless what you believe in
",neutral
"No you can't
",neutral
"I' am having such a bad insecurity
",negative
"That I'm worthless
",negative
"And bcoz of my shit life
",negative
"Noone wants me
",neutral
"As I don't want to have a relationship with anyone
",neutral
"Im not available
",positive
"Uk theres a saying a vintage watch has its right value only at a museum and not a pawn shop
",positive
"Relationship scares me
",neutral
"I'm very bad at relo
",negative
"I get that baccha and i know the reason to it also
",neutral
"M not tht valuable
",positive
"But let me tell you its not always gonna stay that way
",neutral
"Dude ask me about it yaar
",neutral
"Ik I'm bad at relationship
",negative
"Look what I hv done with us
",neutral
"I ruined it
",negative
"You didn't do anything aayu dont blame yourself that situation did
",negative
"Nd i don't want to hear u didn't
",neutral
"If its not right to prioritise yourself before anything then what is
",positive
"I didn't
",neutral
"I priorities myself
",neutral
"I ruined me
",negative
"I burned myself up to the level I was traumatized
",negative
"Prioritising yourself can never ruin you baccha it gives you a jump start which you may or may not like but in the long run it always turns out to be the way you wanted it to be
",neutral
"U don't know
",neutral
"The day i came here I was soo depressed
",negative
"I used to cry and be traumatized i was scared to go back
",negative
"Scared of negativity
.let's face it I was scared of suicide
",negative
"I was scared of trying to be the best and not being able to
",neutral
"I didn't felt right
",positive
"I used to cry everyday infront of my parents twice thrice
",negative
"And then slowly now I'm out of it
",negative
"You may not realise but i see the person I have never seen before or may have whos been doing her level best to do everything thats right and to have the courage and bravery to do what it takes
",positive
"Matlab
",neutral
"I know the trauma will be there but I hv to be strong
",neutral
"Aayu in simple words you are in the right track in doing whatever an awesome person could do
",positive
"Why would you say tht
",neutral
"There will be setbacks i am not gonna sugarcoat it but i know you always come through no matter what it is
",negative
"We ended our relationship
",neutral
"I am prioritising yourself
",neutral
"But tht doesn't mean I'll comeback with you
",neutral
"Aayu i am not keeping any expectations, i want you to realise your true worth and value
",positive
"Y r u doing this then
",neutral
"Doing what baccha
",neutral
".
",neutral
"Because that is true aayu
",neutral
"I just want to see you happy and smiling your true self
",positive
"I always want to on top of everything i know I haven't said this and also it is not my drunk self talking
",neutral
"I cannot even give a number to my true self right now
",positive
"I want you to believe i got your back and every other side there is
",neutral
"Ik we aren't the same anymore
",neutral
"That doesn't mean we cannot be
",neutral
"And that may or may not be the point
",neutral
"But first let's get you back
",neutral
"Ik nhi h
",neutral
"Mai hu aayu
",neutral
"You'll see
",neutral
"Hum nhi h ab phele jaise
",neutral
"Tell me whats the most important thing for you rn
",positive
"I am also  your biggest cheerleader
",neutral
"Aayu mai hu na
",neutral
"Baat krne
",neutral
"Ohh
",neutral
"Baacha I'll call u
",neutral
"Umm..tune block kiya hai kya normal call pe?
",neutral
"Can't talk now. What's up?
",neutral
"Nahi
",neutral
"Busy bata rha tha from the start
",neutral
"Call me later
",neutral
"Hi
",neutral
"Bol ab
",neutral
"U
",neutral
"Theek hi hu abhi bhaiya log ke saath ek jagah jana hai trampoline wala kuch hota hai fir waha se football ke liye jayenge
",neutral
"Nice nice
",positive
"Kya hua hai baccha
",neutral
"Kuch nahi kyu
",neutral
"Aise hi
",neutral
"Whats the matter aayu
",neutral
"Ohh nothing
",neutral
"Finished the match will be returning now
",neutral
"I wished ur bro
",neutral
"Sacchi kab?msg kiya kya
",neutral
" pm smthg
",neutral
"Just said happy birthday
",positive
"Arreg chalta
",neutral
"Aanchal ke sir mei lag gyi
",negative
"Kya?
",neutral
"Bruh that's bad
",negative
"Bhai wo trampoline wala hota haina koodne wala
",neutral
"Sab waha pe hua
",neutral
"Dhayn se rho
",neutral
"Uska dhyaan rakhna
",neutral
"Ha bhaiya hai
",neutral
"Abhi injection dilwa rhe
",neutral
"Acha
",neutral
"Chalo bye
",neutral
"Aare aaraha hu mai
",neutral
"Take care
",neutral
" min bas
",neutral
"Shrey ko phone chaye hoga
",neutral
"Yaar :( doosra phone nhi hai kya
",neutral
"Wait mai abhi call kar rga
",neutral
"Sogaye kya
",neutral
"Call
",neutral
"i dont hv phone
",neutral
"Ig pe?
",neutral
"yy
",neutral
"Laptop pe ho kya
",neutral
"but
",neutral
"ha]
",neutral
"Bacha thana
",neutral
"nah
",neutral
"Fir bhi karo
",neutral
"ohh ok
",neutral
"Kar rhe?
",neutral
"Ready horahe?
",neutral
"Free hoke call krna
",neutral
"Accha
",neutral
"Tera report aaya?
",neutral
"Wohi issue h
",negative
"Kya hai report mei
",neutral
"Ek baar check karlena normal call wala abhi bhi call nhi lagrha busy hi batata hamesha
",neutral
"Foreigners
",neutral
"Boys
",neutral
"Bothh
",neutral
"What's app
",neutral
"UK
",neutral
"Who is just behind me
",neutral
"Areen senior
",neutral
"Family friend
",neutral
"We both just laughed
",neutral
"Nd amishi wow tf
",positive
"Haan haan
",neutral
"Reached?
",neutral
"Haa ji
",neutral
"Yoihio
",neutral
"Aagaye
",neutral
"Ha sone wali hu
",neutral
"Kaisa raha?
",neutral
"Vc?
",neutral
"Bro one manas ai subsystem asked me out
",neutral
"And?
",neutral
"Net issue hoga
",negative
"Data pe aaga g hai
",neutral
"I didn't said anything bruh I was like oh I'm busy
",positive
"You know the guy?
",neutral
"Ussi pe hu
",neutral
"Like he is the head of ai
",neutral
"Soo yeah I do
",neutral
"He is in nd year still
",neutral
"Ha toh nhi hoga net issue
",negative
"What dud he say after it
",negative
"Hua na isleye bola
",neutral
"Okok doing
",neutral
"Actually he came nd said hii to sourabh
",neutral
"And sat with us and had dinner
",neutral
"And meanwhile we all were having a conversation
",neutral
"Nd me and sourabh were talking for an hour together
",neutral
"He came and said bye to us and said don't wanna disturb you two..but anwesha are u free tomorrow
",neutral
"I said idk why
",neutral
"He said just wanted to know more bout how much u dislike being around with random ppl
",negative
"I said ohh will see bye
",neutral
"he was nice
",positive
"Tera kya ja rha
",neutral
"I'm not ur gf
",neutral
"Dost
",neutral
"Doesn't seem
",neutral
"Used to
",neutral
"Hmm
",neutral
"Amiiiishiii
",neutral
"Oka
",neutral
"Bout tht boyy
",neutral
"She said yes to him
",neutral
"Frm my side
",neutral
"I said I won't go only
",neutral
"Dinner pe tha na
",neutral
"We all were talking
",neutral
"Jaande
",neutral
"Uske baad
",neutral
"Amishi said yes ig baad mein
",neutral
"Chill
",neutral
"Kya hogya
",neutral
"We were playing games too uk
",neutral
"Wohi
",neutral
"Atlas
",neutral
"Who is more likely
",neutral
"Me sourabh amiii
",neutral
"Tht guy
",neutral
"Nd dharini
",neutral
"Mujhe bola
",neutral
"Tag Diya
",neutral
"Will never date
",neutral
"Then
",neutral
"Bad lifestyle
",neutral
"Cute features
",neutral
"Bas
",neutral
"Khudse
",neutral
"Tu itna kyu puch rhs
",neutral
"That boy bought me juice
",neutral
"Hehe
",neutral
"Chicken rice roti
",neutral
",
",neutral
"He said no coke
",neutral
"I'll buy u juice
",neutral
"I said bruh no
",neutral
"Then he bought sabko
",neutral
"Kyw
",neutral
"He is cutee na
",neutral
"Goodnight jii
",neutral
"Yyy
",neutral
"Um
",neutral
"Maybe
",neutral
"Okkieeee
",neutral
"Let me take painkiller
",neutral
"Cut krdena
",neutral
"Thik
",neutral
"Can u find the ans ?
",neutral
"Lemme check
",neutral
"nd
",neutral
"Values alag hai bas
",neutral
"Direct answer nhi mila toh i got the steps
",neutral
"Hua tera?
",neutral
"Frm chatgpt
",neutral
"Quick
",neutral
"Short bhaiii
",neutral
"Shirt explanation hi likh ke daala hu
",neutral
"Wtd
",neutral
"Chota hi hai wo  ss ke kaaran lag raha hu
",negative
"Ek ss mei pura nhi aata
",neutral
"text
",neutral
"copy krke dede
",neutral
"plz
",neutral
"Wait wait
",neutral
"I'll do
",neutral
"I even lost my debit card now
",negative
"How
",neutral
"I dont even know kab hua
",neutral
"I am done with my life
",neutral
"Wait
",neutral
"Gi
",neutral
"Kaise
",neutral
"Ho
",neutral
"Better than before
",neutral
"Acchaa
",neutral
"Fuck sorry sogyi thi
",negative
"Hm no say
",neutral
"Mai aise hi kiya tha , wanted to be with you
",neutral
"Yes dw
",neutral
"Any problem there?
",negative
"Not really
",neutral
"I sorted
",neutral
"What happened
",neutral
"Just some student project issue
",negative
"Rest fine da
",positive
"Ishan ths kya
",neutral
"neend todd di kya maine
",neutral
"Headache horaha?
",neutral
"Nai wo to sir pakdi Hui thi
",neutral
"Ohhh
",neutral
"You wanna stay?
",neutral
"Aaye you wearing my shurt
",neutral
"Not anymore..kinda tired
",negative
"Did you wash it or it smells like me
",neutral
"Stay a few?
",neutral
"If it would smell like u i wouldn't wear
",neutral
"I have a class early morning
",neutral
"Sarcastic?
",neutral
"I will take that one then
",neutral
"@…
",neutral
"How about 
",neutral
"I'm kinda busy
",neutral
"Not tomorrow, rn
",neutral
"I wanted to apologize
",neutral
"It's okay
",neutral
"For being too much and everything else
",neutral
"U don't know what u did
",neutral
"Still saying sry
",neutral
"Doesn't help much tho
",neutral
"I do know what i did and what i did not
",neutral
